URL,STATE,CATEGORY,Name of venue/attraction,Location,PHONE,WEBSITE,EMAIL,M1,M2,HS,H1,V1,OTHERINO,IMG_URL
http://www.australiaforall.com/NT  Holiday Parks.html,NT,NT  Holiday Parks,Sails In The Desert Hotel,"Yulara Drive, Ayers Rock Resort",+61 02 8296 8010,www.ayersrockresort.com.au,travel@voyages.com.au,YES,YES,NO,NO,NO,"Voyages Sails in the Desert Resort is the ultimate in 5-star comfort.  There are 232 standard and deluxe rooms including 11 for guests with disabilities. Named after the soaring white sails that crown its roof, this is the perfect base from which to experience this mystical landscape. So immerse yourself in the beauty of an ancient world. The resort is an art, history and culture theme depicted through the stunning architecture and d©cor. Phone: +61 02 8296 8010 e-mail: travel@voyages.com.au website: www.ayersrockresort.com.au",http://www.australiaforall.com/Images/NT/Sails in the desert GIFF.gif
http://www.australiaforall.com/NT  Holiday Parks.html,NT,NT  Holiday Parks,Outback Pioneer Hotel,"Yulara Drive, Ayres Rock Resort",1300 134 044,www.ayersrockresort.com.au/outback/,travel@voyages.com.au,YES,YES,NO,NO,NO,"The Outback Pioneer Hotel provides hotel accommodation ideal for travellers looking for a splash of comfort in an affordable and relaxed environment. There are 167 rooms, including 3 for guests with disabilities.  All rooms have private ensuite, mini-bar and movies on demand facilities  This hotel is perfect for the demands of travellers looking for quality service in relaxed surrounds. Phone: 1300 134 044 e-mail: travel@voyages.com.au website: http://www.ayersrockresort.com.au/outback/",http://www.australiaforall.com/Images/NT/Outback Pioneer GIFF.gif
http://www.australiaforall.com/NT  Holiday Parks.html,NT,NT  Holiday Parks,Longitude 131 €“ Ayers Rock NT,Longitude 131 €“ Ayers Rock NT,1300 134 044,www.longitude131.com.au,premium@voyages.com.au,YES,YES,NO,NO,NO,"Longitude 131° offers unprecedented solitude and serenity.  A white dome roof,  flowing fabric draped from the centre creates the illusion of camping. Unlike the early pioneers, guests revel in sublime comfort.   There are  only 15 tents, 1 of which features facilities for guests with disabilities including wheelchair access.   As one of only 30 guests, you awake to your own private view of the sun rising over (Ayers Rock) as reflecting countless colours, Uluru drenches you with its fabled light.    Phone: 1300 134 044  e-mail: premium@voyages.com.au website: http://www.longitude131.com.au",http://www.australiaforall.com/Images/NT/Longitude 131 GIFF.gif
http://www.australiaforall.com/NT Venues.html,NT,NT Venues,PARA MARKETS 1/1 Parap Place Darwin,PARA MARKETS 1/1 Parap Place Darwin,,,parapmkt@bigpond.net.au,YES,YES,NO,NO,NO,,http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/NT  Restaurants.html,NT,NT  Restaurants,Barra On Todd Restaurant & Bar,Alice Springs resort,1300 134 044,www.alicespringsresort.com.au/dining/,travel@voyages.com.au,YES,YES,NO,NO,NO,Feel like a fish out of water? The Barra On Todd restaurant is Alice's first seafood inspired restaurant. Come along and experience the stylish surrounds and contemporary cuisine     Phone: 1300 134 044 e-mail: travel@voyages.com.au website: www.alicespringsresort.com.au/dining/,http://www.australiaforall.com/Images/NT/Barra on Todd GIFF.gif
http://www.australiaforall.com/NT  Restaurants.html,NT,NT  Restaurants,Kuniya Restaurant,Voyages Ayers Rock,+61 2 8296 8010,www.alicespringsresort.com.au/dining/,travel@voyages.com.au,YES,YES,NO,NO,NO,"Kuniya Restaurant is Voyages Ayers Rock Resort's premier dining experience in a beautiful setting. Situated at the five-star Voyages Sails in the Desert Hotel, Kuniya incorporates a blend of traditional and contemtporary ingredients, letting guests experience indigenous flavours within a sophisticated menu. The restaurant's wine list reflects its Australian heritage and the service is both discerning and personalised. Kuniya is open each evening from 7pm. Phone: +61 2 8296 8010 e-mail: travel@voyages.com.au website: www.alicespringsresort.com.au/dining/",http://www.australiaforall.com/Images/NT/Kuniya Restaurant GIFF.gif
http://www.australiaforall.com/NT  Restaurants.html,NT,NT  Restaurants,il Piatto Restaurant,"Skycity, Gilruth Avenue, Mindi Beach, NT",+61 8 8943 8940,www.skycitydarwin.com.au,admin@skycitydarwin.com.au,YES,YES,NO,NO,NO,"The il Patto Restaurant boasts contemporary Italian inspired dining overlooking the Arafura Sea.  Gaze out onto a famous Darwin sunset inside, or al-fresco, while you enjoy the tantalising signature dishes, a casual coffee and sweet treat or a quick bite to eat. The il Piatto Restaurant is wheelchair accessible and there is a wheelchair accessible toilet, if required.   Phone: +61 8 8943 8940 e-mail: admin@skycitydarwin.com.au website: www.skycitydarwin.com.au",http://www.australiaforall.com/Images/NT/il Piatto Restaurant GIFF.gif
http://www.australiaforall.com/NT  Restaurants.html,NT,NT  Restaurants,Sunset Restaurant,"Skycity, Gilruth Avenue, Mindi Beach",+61 8 8943 8940,www.skycitydarwin.com.au,admin@skycitydarwin.com.au,YES,YES,NO,NO,NO,"Located in the heart of Darwin's centre of entertainment and overlooking the magnificent infinity pool, Sunset is Darwin's best value all-you-can-eat buffet restaurant. True to it's name, the restaurant offers floor to ceiling windows for a spectacular sunset views that can enjoyed in air-conditioned comfort or al fresco on the balcony overlooking Mindil Beach.  The Sunset Restaurant is wheelchair accessible.  There is a wheelchair accessible toilet if required. Phone: +61 8 8943 8940 e-mail: admin@skycitydarwin.com.au website: www.skycitydarwin.com.au",http://www.australiaforall.com/Images/NT/Sunset Restaurant  GIFF.gif
http://www.australiaforall.com/NT  Restaurants.html,NT,NT  Restaurants,Dragon Court,"Skycity, Gilruth Avenue, The Gardens, Darwin",+61 8 8943 8940,www.skycitydarwin.com.au/Restaurants/Dragon-Court,admin@skycitydarwin.com.au,YES,YES,NO,NO,NO,The Dragon Court Restaurant prides itself on authenticity and uses chefs head-hunted from Hong Kong to prepare such traditional dishes as Cantonese barbecued duck and shark fin soup.   The Dragon Court is accessible to guests with mobility aids. There is a wheelchair accessible toilet available if required.   Phone: +61 8 8943 8940 e-mail: admin@skycitydarwin.com.au website: www.skycitydarwin.com.au/Restaurants/Dragon-Court,http://www.australiaforall.com/Images/NT/Dragon Court   GIFF.gif
http://www.australiaforall.com/NT Tours.html,NT,NT Tours,Spirit of Darwin Harbour Cruises,Spirit of Darwin Harbour Cruises,+61 (0)8 8981 3711,www.wheelchairs.sydney.net/access.html,,YES,YES,NO,NO,NO," Spirit of Darwin Harbour Cruises CRITERIA     The Spirit of Darwin which is accessible to passengers with disabilities, cruises 2 or 3 times daily and is also available for group bookings and exclusive private charter. The Spirit of Darwin Harbour Cruise has an excellent range of features to ensure your charter or cruise is a rewarding and enjoyable experience. Accessible toilet on the wharf in front of the vessel.     Phone:  +61 (0)8 8981 3711   website: http://www.spiritofdarwin.net/",http://www.australiaforall.com/Images/NT/Spirit of Darwin GIFF.gif
http://www.australiaforall.com/NT Tours.html,NT,NT Tours,Outback Tour Services,"12 Power Street, Alice Springs",(08) 8950 9900,www.wheelchairs.sydney.net/access.html,reservations@outbacktourservices.com.au,YES,YES,NO,YES,YES,"Outback Tour Services - 12 Power Street, Alice Springs CRITERIA Outback Tour Services believes the spectacular Australian Outback should be open and accessible to everyone. It is our great pleasure to offer €œRemote Outback Camping safaris€ù that can cater for people with disabilities. In short, they concentrate on your ability€_ not your disability!   Outback Tour Services offer fully tailored charter tours for up to nine people at a time. Their modern, purpose-built vehicle can take one wheelchair passenger who remains in their wheelchair as well as another who can transfer to a seat.  We offer a variety of camping options from bush camping to €œSafari in Style€ù camping with permanent tents. As we tour in remote areas, we also have a purpose-built €œOff-road Wheelchair€ù to enable you to track through riverbeds and rough terrain€_ as well as go for a swim in one of the fantastic waterholes in the Western Macdonald ranges.  Whilst Outback Tour Services are based in Alice Springs and Yulara, they can start and finish tours anywhere in the Northern Territory and Adelaide in South Australia. (Additional cost would be incurred if substantial vehicle relocation is required).  Assistance animals are welcome on these tours.  The accessible vehicle is not fitted with a hearing loop, but  printed material for individual tours is available. Phone: (08) 8950 9900 e-mail: reservations@outbacktourservices.com.au website: http://outbacktourservices.com.au",http://www.australiaforall.com/Images/NT/Outback Tour Services GIFF.gif
http://www.australiaforall.com/QLD BRISBANE and SURROUNDS Hotel.html,QLD,QLD BRISBANE and SURROUNDS Hotel,BRISBANE,Novotel Brisbane 200 Creek Street,(07) 3309 3309,www.accorhotels.com/1749,1749@accor.com,YES,YES,NO,NO,NO,"Novotel Brisbane is  within  walking  distance  of  the  city  centre and shopping precinct, with all  296  spacious  rooms,   including three for guests with disabilities, offering views  across  the  city. The hotel features a restaurant, bar, caf©, pool, spa, gym,  sauna, undercover parking.   Phone: (07) 3309 3309 E-mail: 1749@accor.com website: http://www.accorhotels.com/1749",http://www.australiaforall.com/Images/QLD/Novotel Brisbane GIFF.gif
http://www.australiaforall.com/QLD BRISBANE and SURROUNDS Hotel.html,QLD,QLD BRISBANE and SURROUNDS Hotel,"Hotel Formule 1 Windsor, 159 Lutwyche Road","Hotel Formule 1 Windsor, 159 Lutwyche Road",+61 07 38570488,www.accorhotels.com.au/5403,F5403-RE@accor.com.au,YES,YES,NO,NO,NO,"The Hotel Formule 1 is only a 5 minute drive from Brisbane's Central Business District, Queen Street Mall, Southbank Parklands and Flynn Oval. Both the Suncorp Stadium and the Gabba are a 10 minute drive from the Hotel.  The he Brisbane Showground is located within walking distance. The hotel has 50 rooms including 2 for guests with disabilities.  Please Note: Current Photo ID must be presented on arrival Phone: +61 07 38570488 E-mail: F5403-RE@accor.com.au website: http://www.accorhotels.com.au/5403",http://www.australiaforall.com/Images/QLD/Formule 1 General GIFF.gif
http://www.australiaforall.com/QLD BRISBANE and SURROUNDS Hotel.html,QLD,QLD BRISBANE and SURROUNDS Hotel,KANGAROO POINT,The Point Hotel,+61 7 3240 0888,www.thepointbrisbane.com.au,,YES,YES,NO,NO,NO,Specially designed one bedroom apartments with kitchenette and comprehensive facilities for people with disabilities in addition to the features of an Executive Suite. Twin or queen bedding is available.   Phone: +61 7 3240 0888 website: www.thepointbrisbane.com.au,http://www.australiaforall.com/Images/QLD/The Point GIFF.gif
http://www.australiaforall.com/QLD BRISBANE and SURROUNDS Hotel.html,QLD,QLD BRISBANE and SURROUNDS Hotel,"Hotel Formule 1 Brisbane Airport 18 Navigator Place, Hendra","Hotel Formule 1 Brisbane Airport 18 Navigator Place, Hendra",+61 07 3868 3457,www.accorhotels.com.au/3512,F58555-RE@accor.com.au,YES,YES,NO,NO,NO,"The Hotel Formule 1 Brisbane Airport Located on the National Highway No.1 Aka locally known Gateway Freeway.  It is 8 to 10 klm from the CBD and 5 minutes from the Domestic and International Airports.  The hotel is minutes from the Brisbane Entertainment Centre, the Convention Centre, Broncos Rugby League grounds,  Suncorp Stadium, Lone Pine Sanctuary, Movie World, Wet & Wild and  Sea World €“ Polar bears dolphins etc. The hotel has 93 rooms including 4 for guests with disabilities. Please note: Current Photo ID must be presented on arrival. Phone: +61 07 3868 3457 E-mail: F58555-RE@accor.com.au website: http://www.accorhotels.com.au/3512",http://www.australiaforall.com/Images/QLD/Formule 1 General GIFF.gif
http://www.australiaforall.com/QLD BRISBANE and SURROUNDS  Motel.html,QLD,QLD BRISBANE and SURROUNDS  Motel,Airport Motel,Smith Drive.,07 3868 2399,www.airport-motel.com.au,airport-motel@bigpond.com,YES,YES,NO,NO,NO,"The Airport Motel is ideally located just 6 minutes from the Brisbane airport and the CBD, and only a few short minutes walk away from the new Cruise Ship Terminal at Hamilton.   The motel is a short stroll away from the well known Racecourse Road with it's many restaurants, coffee shops and exclusive boutiques.  The motel has one unit which is accessible for people with disabilities. Phone: 07 3868 2399 e-mail: airport-motel@bigpond.com website: http://www.airport-motel.com.au",http://www.australiaforall.com/Images/QLD/Airport Motel Brisbane GIFF.gif
http://www.australiaforall.com/QLD BRISBANE and SURROUNDS  Bed and Breakfast.html,QLD,QLD BRISBANE and SURROUNDS  Bed and Breakfast,NEW FARM,"Cream Gables B & B 70, Kent Street",(07) 3358 2727 or mobile 0404 034 240,www.webminders.com.au/creamgables,,YES,NO,NO,NO,NO,"The beautifully appointed guest rooms with their own courtyard, ensuites and televisions are located on the ground floor level together with the guest kitchen and lounge which flow to the tropical gardens.  There are facilities available for four guests with disabilities satisfying the M1 criteria.  This accommodation could also satisfy the requirements of some wheelchair users.   Phone: (07) 3358 2727 or mobile 0404 034 240 website: www.webminders.com.au/creamgables",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD BRISBANE and SURROUNDS  Bed and Breakfast.html,QLD,QLD BRISBANE and SURROUNDS  Bed and Breakfast,NORTH STRADBROKE ISLAND,Amity Bungalows,(07) 5580 3781 (during business hours),www.amitybungalows.com.au,,YES,YES,NO,NO,NO,"LORIKEET LODGE (sleeps max 5) ideal for couples also has wheelchair access and has a large deck area for wheelchairs.  The bathroom has been carefully designed with a fold out seat, roll-in shower, grab rails.   Colonial style furnishings and bamboo interiors give the bungalows an ideal holiday atmosphere.   Phone: (07) 5580 3781 (during business hours) website: www.amitybungalows.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD BRISBANE and SURROUNDS Holiday Parks.html,QLD,QLD BRISBANE and SURROUNDS Holiday Parks,,,,,,NO,NO,NO,NO,NO,   Phone: website:,http://www.australiaforall.com/
http://www.australiaforall.com/QLD BRISBANE and SURROUNDS  Venues.html,QLD,QLD BRISBANE and SURROUNDS  Venues,Brisbane Convention & Exhibition Centre,Brisbane Convention & Exhibition Centre,,www.nationalparks.nsw.gov.au/parks.nsf/ParkContent/N0350?Opendocument&ParkKey=N0350&Type=xo>,,YES,YES,NO,YES,YES,,http://www.australiaforall.com/Images/QLD/Conv Cent.jpg
http://www.australiaforall.com/QLD BRISBANE and SURROUNDS  Venues.html,QLD,QLD BRISBANE and SURROUNDS  Venues,Queensland Museum Southbank,Queensland Museum Southbank,,www.southbank.qm.qld.gov.au/exhibitions/museum_zoo/>,,YES,YES,NO,NO,NO,Museum Zoo.  The animals are 'on parade' at Queensland Museum Southbank! Go on the wild side with creatures let loose rom the Museum's world class Bio-diversity Collection - from the tiniest to the tallest and all sorts in between. Accessible toilet facilities are available in the museum.  ,http://www.australiaforall.com/Images/QLD/Southbank Museum GIFF.gif
http://www.australiaforall.com/QLD BRISBANE and SURROUNDS  Venues.html,QLD,QLD BRISBANE and SURROUNDS  Venues,Lone Pine Koala Sanctuary,Lone Pine Koala Sanctuary,,www.koala.net,koala@koala.net,YES,YES,NO,NO,NO,"Lone Pine Koala Sanctuary in Brisbane, Australia, is the world's first and largest koala sanctuary, with over 130 koalas. Cuddle a koala anytime, handfeed kangaroos and encounter a large variety of Aussie wildlife, all in beautiful, natural settings.  Our motto: &quot;The earth is not only for humans&quot;  Accessible wheelchair and toilet facilities are available.",http://www.australiaforall.com/Images/QLD/Lone Pine Koala Pk GIFF.gif
http://www.australiaforall.com/QLD BRISBANE and SURROUNDS  Venues.html,QLD,QLD BRISBANE and SURROUNDS  Venues,South Bank,"Gallery Of Modern Art (GOMA), Stanley Place",,,gallery@qagoma.qld.gov.au,YES,YES,NO,YES,YES,"The Gallery of Modern Art (GoMA) is located on the south bank of the Brisbane River.  It features a collection of Australian and international paintings, sculptures, decorative art objects and works on paper. South Brisbane. Access to all areas for visitors with mobility aids  is via  ramps and/or lifts.  There are accessible toilets for visitors with mobility aids. Tours for visitors with a vision impairment offer a narrated description of the visual elements of artworks and are led by a volunteer guide. Tours for visitors with a hearing impairment are scheduled once a month from February to November. Assistive listening devices (FM system) are available. As the number of devices is limited, bookings in advance are essential. These volunteer guided tours are accompanied by an Auslan interpreter from Deaf Services Queensland",http://www.australiaforall.com/Images/QLD/Gallery Of Modern Qld GIFF.gif
http://www.australiaforall.com/QLD BRISBANE and SURROUNDS  Venues.html,QLD,QLD BRISBANE and SURROUNDS  Venues,TOOWONG,TOOWONG,,www.brisbane.qld.gov.au/facilities-recreation/arts-and-culture/planetarium/planetarium-facilities/index.htm#shop,,YES,YES,NO,NO,NO,"The Sir Thomas Brisbane Planetarium is  located on the grounds of Brisbane Botanic Gardens.  The Planetarium is named after Sir Thomas Brisbane, governor of New South Wales (1821 - 1825) and well known Scottish astronomer who established the first significant observatory in Australia for mapping the southern skies.  The Planetarium features entertaining and informative programs for children and adults. Learn more about our universe as you enjoy the different Planetarium facilities available, including the Cosmic Skydome, Display Zone, Mini Theatre and  Observatory.  All areas of the planetarium are accessible to visitors with mobility aids.  There is a wheelchair accessible toilet.  Designated parking spaces are available.",http://www.australiaforall.com/Images/QLD/Sir Thomas Brisbane Planetarium GIFF.gif
http://www.australiaforall.com/QLD BRISBANE and SURROUNDS Restaurants.html,QLD,QLD BRISBANE and SURROUNDS Restaurants,ANNERLEY,594 Ipswich Road,(07) 3848 9898,www.sizzler.com.au,,YES,YES,NO,NO,NO,"Looking for somewhere fresher, tastier and easier to get together? You've come to the right place.   Welcome to Sizzler. Take a look around our web site. You'll find everything you need to know about our operation, our menu, our locations and more, right here at your fingertips. This restaurant has stepless entry and a unisex toilet    Phone: (07) 3848 9898 website: www.sizzler.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD BRISBANE and SURROUNDS Restaurants.html,QLD,QLD BRISBANE and SURROUNDS Restaurants,BROOKSIDE,"107 Osborne Road, Mitchelton",(07) 3855 1068,www.sizzler.com.au,,YES,YES,NO,NO,NO,"Looking for somewhere fresher, tastier and easier to get together? You've come to the right place.   Welcome to Sizzler. Take a look around our web site. You'll find everything you need to know about our operation, our menu, our locations and more, right here at your fingertips. This restaurant has stepless entry and a unisex toilet    Phone: (07) 3855 1068 website: www.sizzler.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD BRISBANE and SURROUNDS Restaurants.html,QLD,QLD BRISBANE and SURROUNDS Restaurants,CARINDALE,Cnr Creek Road & Winstanley Street,(07) 3398 8639,www.sizzler.com.au,,YES,YES,NO,NO,NO,"Looking for somewhere fresher, tastier and easier to get together? You've come to the right place.   Welcome to Sizzler. Take a look around our web site. You'll find everything you need to know about our operation, our menu, our locations and more, right here at your fingertips.This restaurant has stepless entry and a unisex toilet.   Phone: (07) 3398 8639 website: www.sizzler.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD BRISBANE and SURROUNDS Restaurants.html,QLD,QLD BRISBANE and SURROUNDS Restaurants,CLEVELAND,Cnr Shore & Wellington Streets,(07) 3286 1295,www.sizzler.com.au,,YES,YES,NO,NO,NO,"Looking for somewhere fresher, tastier and easier to get together? You've come to the right place.   Welcome to Sizzler. Take a look around our web site. You'll find everything you need to know about our operation, our menu, our locations and more, right here at your fingertips. This restaurant has stepless entry and a unisex toilet.   Phone: (07) 3286 1295 website: www.sizzler.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD BRISBANE and SURROUNDS Restaurants.html,QLD,QLD BRISBANE and SURROUNDS Restaurants,LOGANHOLME,Logan Hyperdrome,(07) 3801 2781,www.sizzler.com.au,,YES,YES,NO,NO,NO,"Looking for somewhere fresher, tastier and easier to get together? You've come to the right place.   Welcome to Sizzler. Take a look around our web site. You'll find everything you need to know about our operation, our menu, our locations and more, right here at your fingertips. This restaurant has stepless entry and a unisex toilet Phone: (07) 3801 2781 website: www.sizzler.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD GOLD COAST  Hotel.html,QLD,QLD GOLD COAST  Hotel,Club Watermark,"3032 Surfers Paradise Blvd, Surfers Paradise",,www.wotif.com/hotel/View?hotel=W58189,,YES,YES,NO,NO,NO,"The Watermark Hotel & Spa offers opulent accommodation, including wheelchair accessible rooms,  with panoramic views of the ocean or hinterland, the highest standards of guest assistance provided by 24 hour service.     website: http://www.wotif.com/hotel/View?hotel=W58189",http://www.australiaforall.com/Images/QLD/Wotif Club Watermark.gif
http://www.australiaforall.com/QLD GOLD COAST  Hotel.html,QLD,QLD GOLD COAST  Hotel,Mantra Legends Hotel,Cnr Surfers Paradise Blvd & Laycock St.,61 7 5588 7888,www.mantralegends.com.au/,,YES,YES,NO,NO,NO,"There's nothing in the world quite like Australia's legendary Gold Coast and Mantra Legends Hotel.  Perfectly located in the heart of Surfers Paradise, Mantra Legends Hotel offers 403 luxuriously appointed guest rooms and suites with private balconies and has accessible rooms for tourists with a disability.  Captivating views across the ocean, hinterland and the brilliant night lights of Surfers Paradise, provide pleasurable memories that will long outlast your stay with Mantra Legends. Phone: 61 7 5588 7888 website: http://www.mantralegends.com.au/",http://www.australiaforall.com/Images/QLD/Mantra Legends GIFF.gif
http://www.australiaforall.com/QLD GOLD COAST  Hotel.html,QLD,QLD GOLD COAST  Hotel,Crowne Plaza Hotel Surfers Paradise,2809 Gold Coast Hwy.,(07) 5592 9900,www.crowneplazasurfersparadise.com.au,res@crownplazasurfersparadise.com.au,YES,YES,NO,NO,NO,"Crowne Plaza Surfers Paradise is set amongst lush tropical gardens. The heart of Surfers Paradise, Broadbeach, surf beaches, Jupiter™s Casino and some of the best shopping in Queensland are all within walking distance of the hotel.    The hotel has 376 rooms, including 2 which are accessible for tourists with disabilities.  Service animals are welcome.   The majority of rooms boast Pacific Ocean views and all have balconies. The hotel boasts two restaurants and two bars including Queensland™s only revolving restaurant, Four Winds. Phone: (07) 5592 9900 e-mail: res@crownplazasurfersparadise.com.au website: http://www.crowneplazasurfersparadise.com.au/",http://www.australiaforall.com/Images/QLD/Crowne plaza surfers paradise  GIFF.gif
http://www.australiaforall.com/QLD GOLD COAST  Motel.html,QLD,QLD GOLD COAST  Motel,LABRADOR,Cerebral Palsy League 9 McWilliam Close,,www.baccommodated.com.au,,YES,YES,YES,NO,NO,,http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD GOLD COAST  Motel.html,QLD,QLD GOLD COAST  Motel,RUNAWAY BAY,"Runaway Motor Inn, 429 Oxley Drive.",,www.baccommodated.com.au,reservations@runawaybaymotorinn.com.au,YES,YES,NO,NO,NO,,http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD GOLD COAST  Bed and Breakfast.html,QLD,QLD GOLD COAST  Bed and Breakfast,STANTHORPE,31 The Rocks 31 Brunckhorst Ave.,07 4681 2726     ,www.31therocks.com,info@31therocks.com,YES,YES,NO,NO,NO,"31 The Rocks is set in ten acres of bushland, nestled into the side of a steep hill only minutes from Stanthorpe and all the Granite Belt attractions.  Owners,  Phil and Beryl have just  unveiled  their  latest accommodation which is a spacious villa with a superb western view set close to the formal garden area.  This villa has an attached laundry,  full disability access with dedicated parking and access to all areas by paved or concrete pathways.  In room check-in is available if needed. Phone: 07 4681 2726      e-mail: info@31therocks.com website: www.31therocks.com",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD GOLD COAST  Bed and Breakfast.html,QLD,QLD GOLD COAST  Bed and Breakfast,MERMAID WATERS,"Barney's Place, Gold Coast",0401 381571   ,www.barneys-place.com,info@barneys-place.com,YES,YES,YES,NO,NO,"Barney's Place was specially designed 4 years ago to cater for people with various disabilities,  their families and carers,  in a holiday home environment.  It is fully accessible to guests with mobility aids.  Barney™s Place are able to supply a variety of equipment and transport, which,  if required, you should enquire about.   Barney's Place was proud to win  the Spinal Injuries Association €œInclusive Community Champions Awards 2013€ù  for best  wheelchair accessible accommodation provider on the Gold Coast. Phone: 0401 381571    e-mail: info@barneys-place.com website: www.barneys-place.com",http://www.australiaforall.com/Images/QLD/Barney
http://www.australiaforall.com/QLD GOLD COAST Caravan Parks.html,QLD,QLD GOLD COAST Caravan Parks,JACOB'S WELL,JACOB'S WELL,1300 672 760,www.goldcoasttouristparks.com.au/park/jacobs-well,jacobs@gctp.com.au,YES,YES,NO,NO,NO,"JACOB'S WELL Jacobs Well Tourist Park 1161 Pimpama-Jacobs Well Rd, Gold Coast CRITERIA     Right on the waterfront, Jacobs Well Tourist Park offers a tranquil base from which to enjoy all that southern Moreton Bay has to offer.  For boaties, there's a myriad of islands to explore and the fishing's great all year round.  Or simply enjoy the peace and quiet of this park, with its abundance of native wildlife, including colourful lorikeets that visit each day to be fed.  The park is located near the Gold Coast which is just a half hour's drive away.   Dreamworld,  Movie World and Wet n Wild are  just 15 minutes away.  The park has a 2 bedroom wheelchair accessible cabin which is positioned in beautiful, natural surroundings with enjoyable water views.  Phone: 1300 672 760  e-mail: jacobs@gctp.com.au                     website: http://www.goldcoasttouristparks.com.au/park/",http://www.australiaforall.com/Images/QLD/Jacobs Well Tourist Park  GIFF.gif
http://www.australiaforall.com/QLD GOLD COAST Holiday Parks.html,QLD,QLD GOLD COAST Holiday Parks,Sheraton Mirage Resort and Spa Gold Coast,Sheraton Mirage Resort and Spa Gold Coast,07 5591 1488,www.lennoxholidayapartments.com,goldcoast00372@sheraton.com,YES,YES,NO,NO,NO,"At Sheraton Mirage Resort and Spa Gold Coast, luxury is blue lagoons and emerald gardens. The resort has 293 rooms including 2 garden rooms suitable for  guests with disabilities.   It is a private gateway to a golden beach. With a cosmopolitan casino, shopping, night life, golf courses, theme parks and wildlife reserves all close to hand. In the prime position in a world renowned holiday playground, luxury is a legend called Sheraton Mirage Gold Coast.    Phone: 07 5591 1488    e-mail:goldcoast00372@sheraton.com website: www.sheraton.com/goldcoast",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD GOLD COAST Holiday Parks.html,QLD,QLD GOLD COAST Holiday Parks,Sea World Resort,"Sea World Drive, Main Beach",1800 074 448,www.seaworldresort.myfun.com.au,,YES,YES,NO,NO,NO,"The Resort features 405 rooms, 3 of which are  accessible to people with disabilities.   Most rooms can accommodate up to 4 guests. All rooms have a balcony or patio outlook and offer garden, pool or Broad Water views.  The resort is linked by monorail to the Sea World theme park.  It is Ideally situated with easy beach access and only minutes away from the bustle of Surfers Paradise. Phone: 1800 074 448 website: www.seaworldresort.myfun.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD GOLD COAST Holiday Parks.html,QLD,QLD GOLD COAST Holiday Parks,Pethers Rainforest Retreat,28b Geissmann St. North Tamborine,+61 7 5545 4577,www.pethers.com.au>http://www.pethers.com.au,retreat@pethers.com.au,YES,YES,NO,NO,NO,"Nestled on 12 acres of private rainforest, Pethers Rainforest Retreat offers travellers a quiet haven in the pristine flora and fauna of Tamborine Mountain. This cosy adults-only retreat in the Gold Coast boasts  luxurious spaces set within easy access to area destinations like Thunderbird Park and The Cedar Creek Estate Vineyard & Winery.  The resort comprises 10 spacious tree houses, including 1 which is accessible to guests with mobility aids. Phone: +61 7 5545 4577 e-mail: retreat@pethers.com.au website: http://www.pethers.com.au",http://www.australiaforall.com/Images/QLD/Pethers Rainforest Retreat   GIFF.gif
http://www.australiaforall.com/QLD GOLD COAST  Venues.html,QLD,QLD GOLD COAST  Venues,Cobb & Co Museum,Toowoomba,,www.mildura-deakin.com.au,,YES,YES,NO,NO,NO," Cobb & Co Museum - Toowoomba CRITERIA     The Cobb + Co Museum is undercover and climate controlled, so is a comfortable temperature all year round. The Museum, including the toilets is fully wheelchair accessible with ramps to all areas. There are ample seats throughout the Museum for people with mobility difficulties. Staff are trained to assist all visitors with disabilities in enjoying their time at the Museum.",http://www.australiaforall.com/Images/QLD/Cobb & Co GIFF.gif
